# Chunk-averaged data for fix densityRegions2 and group client_coms
# Timestep Number-of-chunks Total-count
# Chunk Coord1 Ncount density/number
49500000 50 50
  21 0.41 1.71484 0.00137187
  22 0.43 1.82888 0.0014631
  23 0.45 1.86976 0.0014958
  24 0.47 1.71882 0.00137505
  25 0.49 1.72404 0.00137923
  26 0.51 1.73978 0.00139182
  27 0.53 1.65508 0.00132407
  28 0.55 1.32931 0.00106344
  29 0.57 1.55496 0.00124397
  30 0.59 1.96343 0.00157074
  31 0.61 2.12714 0.00170171
  32 0.63 1.9122 0.00152976
  33 0.65 1.82157 0.00145726
  34 0.67 1.83916 0.00147133
  35 0.69 1.93839 0.00155071
  36 0.71 2.00233 0.00160186
  37 0.73 1.69551 0.00135641
  38 0.75 1.08522 0.00086818
  39 0.77 0.580102 0.000464082
  40 0.79 0.351469 0.000281176
  41 0.81 0.227306 0.000181845
  42 0.83 0.169837 0.000135869
  43 0.85 0.145102 0.000116082
  44 0.87 0.136143 0.000108914
  45 0.89 0.127571 0.000102057
  46 0.91 0.128184 0.000102547
  47 0.93 0.130837 0.000104669
  48 0.95 0.132102 0.000105682
  49 0.97 0.126878 0.000101502
  50 0.99 0.122184 9.77469e-05
